bus_no,route_name,stops_name_between_route
1075,DWR SD ⇆ Baad,Dwr Sd → Dharwad Akashwani → Dasanakoppa → Shivalaya → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Salakin Koppa → Anand Ashram → Baad Dhaba → Baad Cross → Baad
1075R,Baad ⇆ Dwr Sd,Baad → Baad Cross → Baad Dhaba → Anand Ashram → Salakin Koppa → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Shivalaya → Dasanakoppa → Dharwad Akashwani → Dwr Sd
1077,Belli Gatti ⇆ DWR SD,Belli Gatti → Mile Stione Kachha Rode → Managundi → Pandav Nagar → Managundi  1St Stop → Form → Manasur Plot → Mansur → Mansur Govt School → Siddeshwar Matha → Sali Matha School → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Ics College → Shivalaya → Servomangala → Dasanakoppa → Old Sp Office Sd → Corporation-D → Dwr Sd
1077R,Dwr Sd ⇆ Belli Gatti,Dwr Sd → Corporation-D → Old Sp Office Sd → Dasanakoppa → Servomangala → Shivalaya → Ics College → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Sali Matha School → Siddeshwar Matha → Mansur Govt School → Mansur → Manasur Plot → Form → Managundi  1St Stop → Pandav Nagar → Managundi → Mile Stione Kachha Rode → Belli Gatti
1077,Belli Gatti ⇆ DWR SD,Dwr Sd → Oswal Sd → Old Sp Office → Dasanakoppa → Shivalaya → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Sali Matha School → Siddeshwar Matha → Mansur Govt School → Mansur → Manasur Plot → Form → Managundi Govt School → Managundi  1St Stop → Pandav Nagar → Managundi → Mile Stione Kachha Road → Belli Gatti
1077R,Belli Gatti ⇆ Dwr Sd,Belli Gatti → Mile Stione Kachha Road → Managundi → Pandav Nagar → Managundi  1St Stop → Managundi Govt School → Form → Manasur Plot → Mansur → Mansur Govt School → Siddeshwar Matha → Sali Matha School → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Shivalaya → Dasanakoppa → Old Sp Office → Oswal Sd → Dwr Sd
1078,CBT-D ⇆ Manjunatha Colony,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tajesavi Nagar → Tejasvi Nagar Bus Stop → Sangolli Rayanna Nagar 1St Cross → Sangolli Rayana Nagar → Manjunatha Colony
1078R,Manjunatha Colony ⇆ Cbt-D,Manjunatha Colony → Sangolli Rayana Nagar → Sangolli Rayanna Nagar 1St Cross → Tejasvi Nagar Bus Stop → Tajesavi Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1078,CBT-D ⇆ Manjunatha Colony,Manjunatha Colony → Sangolli Rayana Nagar → Sangolli Rayanna Nagar 1St Cross → Tejasvi Nagar Bus Stop → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1078R,Cbt-D ⇆ Manjunatha Colony,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tejasvi Nagar Bus Stop → Sangolli Rayanna Nagar 1St Cross → Sangolli Rayana Nagar → Manjunatha Colony
1079,Agri College ⇆ Dharwad,Agri College → Admission Office → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Dsp → Jubilee Circle → Dharwad
1079R,Dharwad ⇆ Agri College,Dharwad → Jubilee Circle → Old Dsp → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Admission Office → Agri College
1080,Belli Gatti ⇆ DWR SD,Belli Gatti → Mile Stione Kachha Rode → Managundi → Pandav Nagar → Managundi  1St Stop → Form → Manasur Plot → Mansur → Mansur Govt School → Siddeshwar Matha → Sali Matha School → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Ics College → Shivalaya → Servomangala → Dasanakoppa → Old Sp Office Sd → Corporation-D → Dwr Sd
1080R,Dwr Sd ⇆ Belli Gatti,Dwr Sd → Corporation-D → Old Sp Office Sd → Dasanakoppa → Servomangala → Shivalaya → Ics College → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Sali Matha School → Siddeshwar Matha → Mansur Govt School → Mansur → Manasur Plot → Form → Managundi  1St Stop → Pandav Nagar → Managundi → Mile Stione Kachha Rode → Belli Gatti
1081,CBT-D ⇆ K H B Collony,Cbt-D → Oswal Sd → Old Dsp → K C Park → Mental Hospital → New Bus Stand-D → Police Head Quarters-D → Gtc → Patil Stop → Halla → Nursury → Malikarjun Gudi → Hire Malligwad → Chikkamalligawad Cross → K H B 1St Cross → K H B 2Nd Cross → K H B 3Rd Cross → K H B Collony
1081R,K H B Collony ⇆ Cbt-D,K H B Collony → K H B 3Rd Cross → K H B 2Nd Cross → K H B 1St Cross → Chikkamalligawad Cross → Hire Malligwad → Malikarjun Gudi → Nursury → Halla → Patil Stop → Gtc → Police Head Quarters-D → New Bus Stand-D → Mental Hospital → K C Park → Old Dsp → Oswal Sd → Cbt-D
1081,KHB Collony ⇆ CBT-D,Khb Collony → K H B 3Rd Cross → K H B 2Nd Cross → K H B 1St Cross → Chikkamalligawad Cross → Hire Malligwad → Malikarjun Gudi → Nursury → Halla → Patil Stop → Gtc → Police Head Quarters-D → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Kalabhawan → Cbt-D
1081R,Cbt-D ⇆ Khb Collony,Cbt-D → Kalabhawan → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Police Head Quarters-D → Gtc → Patil Stop → Halla → Nursury → Malikarjun Gudi → Hire Malligwad → Chikkamalligawad Cross → K H B 1St Cross → K H B 2Nd Cross → K H B 3Rd Cross → Khb Collony
1083,Chandanmatti ⇆ CBT-D,Chandanmatti → Kavalgeri → Shettar Bangla 2Nd Stop → Shettar Bangla 1St Stop → Kavalgeri Halla → Gudusala → Harni Bore → Kavalgeri Mile Stone → Kavalgeri Cross → Mis → Mahanta Nagar → Murga Matha Sd → Depot Circle Sd → Shivaji Circle Sd → Raman Gouda Haspital → Old Sp Office → Corporation-D → Cbt-D
1083R,Cbt-D ⇆ Chandanmatti,Cbt-D → Corporation-D → Old Sp Office → Raman Gouda Haspital → Shivaji Circle Sd → Depot Circle Sd → Murga Matha Sd → Mahanta Nagar → Mis → Kavalgeri Cross → Kavalgeri Mile Stone → Harni Bore → Gudusala → Kavalgeri Halla → Shettar Bangla 1St Stop → Shettar Bangla 2Nd Stop → Kavalgeri → Chandanmatti
1083,DWR SD ⇆ Chandanmatti,Dwr Sd → Shivaji Circle → Murga Matha Sd → Mahanta Nagar → Mis → Kavalgeri Cross → Kavalgeri Mile Stone → Harni Bore → Gudusala → Kavalgeri Halla → Shettar Bangla 1St Stop → Shettar Bangla 2Nd Stop → Kavalgeri → Chandanmatti
1083R,Chandanmatti ⇆ Dwr Sd,Chandanmatti → Kavalgeri → Shettar Bangla 2Nd Stop → Shettar Bangla 1St Stop → Kavalgeri Halla → Gudusala → Harni Bore → Kavalgeri Mile Stone → Kavalgeri Cross → Mis → Mahanta Nagar → Murga Matha Sd → Shivaji Circle → Dwr Sd
1084,Baad ⇆ CBT-D,Baad → Baad Cross → Baad Dhaba → Anand Ashram → Salakin Koppa → Mansur Cross → Borewell → Agro Nagar → Hoysala Nagar → Hallyal Railway Gate → Nehru Nagar Cross → Shivalaya → Servomangala → Dasanakoppa → Dharwad Akashwani → Old Sp Office Sd → Corporation-D → Cbt-D
1084R,Cbt-D ⇆ Baad,Cbt-D → Corporation-D → Old Sp Office Sd → Dharwad Akashwani → Dasanakoppa → Servomangala → Shivalaya → Nehru Nagar Cross → Hallyal Railway Gate → Hoysala Nagar → Agro Nagar → Borewell → Mansur Cross → Salakin Koppa → Anand Ashram → Baad Dhaba → Baad Cross → Baad
1087,CBT-D ⇆ Chinmay Colony,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tajesavi Nagar → Tejasvi Nagar Bus Stop → Sangolli Rayanna Nagar 1St Cross → Sangolli Rayana Nagar → Chinmay Colony
1087R,Chinmay Colony ⇆ Cbt-D,Chinmay Colony → Sangolli Rayana Nagar → Sangolli Rayanna Nagar 1St Cross → Tejasvi Nagar Bus Stop → Tajesavi Nagar → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1087,CBT-D ⇆ Chinmay Colony,Chinmay Colony → Sangolli Rayana Nagar → Sangolli Rayanna Nagar 1St Cross → Tejasvi Nagar Bus Stop → Tejasvi Nagar Bridge → Saraswathipura → Rajathagiri → Vijaya Bank-D → Modern Hall → Toll Naka - D → Hosa Yallapur Cross → Nttf → Court Circle → Jubilee Circle → Cbt-D
1087R,Cbt-D ⇆ Chinmay Colony,Cbt-D → Jubilee Circle → Court Circle → Nttf → Hosa Yallapur Cross → Toll Naka - D → Modern Hall → Vijaya Bank-D → Rajathagiri → Saraswathipura → Tejasvi Nagar Bridge → Tejasvi Nagar Bus Stop → Sangolli Rayanna Nagar 1St Cross → Sangolli Rayana Nagar → Chinmay Colony
1088,DWR SD ⇆ Tarihal,Dwr Sd → Jubilee Circle → Court Circle  Sd → Nttf → Toll Naka Sd → Saraswathipura → Tajesavi Nagar → Sdm Engg College → Giri Nagar D → Kgt Hatti Kola → Nuggikeri Gudi Cross → Hachinmani College Sd → Nuggikeri → Yerikoppa → Masur Garden → Mangundi Cross → Eti Gatti Cross → Nayakana Hulikatti Cross → Kanavihonnapur D1 → Kanive Honnapur 1St Stop → Joshi Farm → Vajpey Nagar → Tarihal Politechnic → Tarihal
1088R,Tarihal ⇆ Dwr Sd,Tarihal → Tarihal Politechnic → Vajpey Nagar → Joshi Farm → Kanive Honnapur 1St Stop → Kanavihonnapur D1 → Nayakana Hulikatti Cross → Eti Gatti Cross → Mangundi Cross → Masur Garden → Yerikoppa → Nuggikeri → Hachinmani College Sd → Nuggikeri Gudi Cross → Kgt Hatti Kola → Giri Nagar D → Sdm Engg College → Tajesavi Nagar → Saraswathipura → Toll Naka Sd → Nttf → Court Circle  Sd → Jubilee Circle → Dwr Sd
1088,Tarihal ⇆ CBT-D,Tarihal → Tarihal Politechnic → Vajpey Nagar → Joshi Farm → Kanive Honnapur 1St Stop → Kanavihonnapur D2 → Nayakana Hulikatti Cross → Eti Gatti Cross → Mangundi Cross → Masur Garden → Yerikoppa → Nuggikeri → Hachinmani College Sd → Nuggikeri Gudi Cross → Kgt Hatti Kola → Giri Nagar D → Sdm Engg College → Tajesavi Nagar → Saraswathipura → Toll Naka Sd → Nttf → Court Circle  Sd2 → Jubilee Circle → Cbt-D
1088R,Cbt-D ⇆ Tarihal,Cbt-D → Jubilee Circle → Court Circle  Sd2 → Nttf → Toll Naka Sd → Saraswathipura → Tajesavi Nagar → Sdm Engg College → Giri Nagar D → Kgt Hatti Kola → Nuggikeri Gudi Cross → Hachinmani College Sd → Nuggikeri → Yerikoppa → Masur Garden → Mangundi Cross → Eti Gatti Cross → Nayakana Hulikatti Cross → Kanavihonnapur D2 → Kanive Honnapur 1St Stop → Joshi Farm → Vajpey Nagar → Tarihal Politechnic → Tarihal
109,Hosur Terminal ⇆ G Basavana Koppa,G Basavana Koppa → G Basavana Koppa 1St Stop → Jodhalli Govt School → Gambyapur Cross → Jodalli → Jodhalli Cross → Jodalli Cross 1St Stop → Jodhalli Matha → Awalakki Factory → Kanive Honnapur N H → Kanive Honnapur Water Tank → Kanive Honnapur 1St Stop → Joshi Farm → Sai Wood Works → Vajpey Nagar → Tarihal Politechnic → Tarihal -X → Vijaya Bank → Steel Factory → Toll Gate → Jagadish Nagar Cross → Infosys → Deshpande Foundation → Durga Gudi → Gokul Cross → Airport → Kec → Neharu Nagar Water Tank → Manjunatha Nagar Cross → Basaveshwara Nagar Cross → Akshay Park → New Bus Stand-H → Rwh → Quarters → Church Sh → Hosur Terminal
109R,Hosur Terminal ⇆ G Basavana Koppa,Hosur Terminal → Church Sh → Quarters → Rwh → New Bus Stand-H → Akshay Park → Basaveshwara Nagar Cross → Manjunatha Nagar Cross → Neharu Nagar Water Tank → Kec → Airport → Gokul Cross → Durga Gudi → Deshpande Foundation → Infosys → Jagadish Nagar Cross → Toll Gate → Steel Factory → Vijaya Bank → Tarihal -X → Tarihal Politechnic → Vajpey Nagar → Sai Wood Works → Joshi Farm → Kanive Honnapur 1St Stop → Kanive Honnapur Water Tank → Kanive Honnapur N H → Awalakki Factory → Jodhalli Matha → Jodalli Cross 1St Stop → Jodhalli Cross → Jodalli → Gambyapur Cross → Jodhalli Govt School → G Basavana Koppa 1St Stop → G Basavana Koppa
109,Hosur Terminal ⇆ G Basavana Koppa,Hosur Terminal → M M Joshi → Quarters → Rwh → New Bus Stand-H → Akshay Park → Basaveshwara Nagar Cross → Manjunatha Nagar Cross → Neharu Nagar Water Tank → Kec → Airport → Gokul Cross → Durga Gudi → Deshpande Foundation → Infosys → Jagadish Nagar Cross → Toll Gate → Steel Factory → Vijaya Bank → Tarihal -X → Tarihal Politechnic → Vajpey Nagar → Sai Wood Works → Joshi Farm → Kanive Honnapur 1St Stop → Kanive Honnapur Water Tank → Kanive Honnapur N H → Awalakki Factory → Jodhalli Matha → Jodalli Cross 1St Stop → Jodhalli Cross → Jodalli → Gambyapur Cross → Jodhalli Govt School → G Basavana Koppa 1St Stop → G Basavana Koppa
109R,G Basavana Koppa ⇆ Hosur Terminal,G Basavana Koppa → G Basavana Koppa 1St Stop → Jodhalli Govt School → Gambyapur Cross → Jodalli → Jodhalli Cross → Jodalli Cross 1St Stop → Jodhalli Matha → Awalakki Factory → Kanive Honnapur N H → Kanive Honnapur Water Tank → Kanive Honnapur 1St Stop → Joshi Farm → Sai Wood Works → Vajpey Nagar → Tarihal Politechnic → Tarihal -X → Vijaya Bank → Steel Factory → Toll Gate → Jagadish Nagar Cross → Infosys → Deshpande Foundation → Durga Gudi → Gokul Cross → Airport → Kec → Neharu Nagar Water Tank → Manjunatha Nagar Cross → Basaveshwara Nagar Cross → Akshay Park → New Bus Stand-H → Rwh → Quarters → M M Joshi → Hosur Terminal
1090,Agri College ⇆ CBT-D,Agri College → Admission Office → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
1090R,Cbt-D ⇆ Agri College,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Admission Office → Agri College
1090,Agri College ⇆ CBT-D,Cbt-D → Jubilee Circle → Old Sp Office → K C Park → Mental Hospital → New Sp Office → New Bus Stand-D → Kvg Bank → J D Office → Gtc → Pepsi Factory → Dairy → Yattin Gudda Cross → Agri University Gate → Admission Office → Agri College
1090R,Agri College ⇆ Cbt-D,Agri College → Admission Office → Agri University Gate → Yattin Gudda Cross → Dairy → Pepsi Factory → Gtc → J D Office → Kvg Bank → New Bus Stand-D → New Sp Office → Mental Hospital → K C Park → Old Sp Office → Jubilee Circle → Cbt-D
11,Devang Pet ⇆ CBT,Cbt → Chandrakala Talkies → Railway Station-H → Corporation-H → Court → Deshpande Nagar → Rotary School → Bailappanavar Nagar → Pai Hotel → Ganesh Temple/ Bridge → Kaveri → Ashok Nagar → Vijaya Hotel → Thirupathi Bajar → Kempannavar Hall → Hostel-H → Sadhana Apartment → Rajaji Nagar → Bannigida → Devang Pet
11R,Devang Pet ⇆ Cbt,Devang Pet → Bannigida → Rajaji Nagar → Sadhana Apartment → Hostel-H → Kempannavar Hall → Thirupathi Bajar → Vijaya Hotel → Ashok Nagar → Kaveri → Ganesh Temple/ Bridge → Pai Hotel → Bailappanavar Nagar → Rotary School → Deshpande Nagar → Court → Corporation-H → Railway Station-H → Chandrakala Talkies → Cbt
11,Devang Pet ⇆ CBT,Devang Pet → Bannigida → Rajaji Nagar → Hostel-H → Kempannavar Hall → Thirupathi Bajar → Vijaya Hotel → Ashok Nagar → Kaveri → Ganesh Temple/ Bridge → Rotary School → Deshpande Nagar → Court → Corporation-H → Railway Station-H → Chandrakala Talkies → Cbt
11R,Cbt ⇆ Devang Pet,Cbt → Chandrakala Talkies → Railway Station-H → Corporation-H → Court → Deshpande Nagar → Rotary School → Ganesh Temple/ Bridge → Kaveri → Ashok Nagar → Vijaya Hotel → Thirupathi Bajar → Kempannavar Hall → Hostel-H → Rajaji Nagar → Bannigida → Devang Pet
111,Giriyal ⇆ Hosur Terminal,Giriyal → Katnur Cross → Katnur → Katnur Cross → Mavanur → Katnur Matta → Halla Hg → Ms(Milestone) → Renuka Colony → Giriyal Bridge → Nekkar Nagar → Bridge → Someshwara Nagar → Eshwar Nagar → Jannat Nagar → Junglee Pet → Old Hubli → New English School-H → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
111R,Hosur Terminal ⇆ Giriyal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School-H → Old Hubli → Junglee Pet → Jannat Nagar → Eshwar Nagar → Someshwara Nagar → Bridge → Nekkar Nagar → Giriyal Bridge → Renuka Colony → Ms(Milestone) → Halla Hg → Katnur Matta → Mavanur → Katnur Cross → Katnur → Katnur Cross → Giriyal
111,Giriyal ⇆ Hosur Terminal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School Sh → Old Hubli → Junglee Pet → Jannat Nagar → Eshwar Nagar → Someshwara Nagar → Bridge → Nekkar Nagar → Giriyal Bridge → Renuka Colony → Ms(Milestone) → Halla Hg → Katnur Matta → Mavanur → Katnur Cross → Katnur → Katnur Cross → Giriyal
111R,Giriyal ⇆ Hosur Terminal,Giriyal → Katnur Cross → Katnur → Katnur Cross → Mavanur → Katnur Matta → Halla Hg → Ms(Milestone) → Renuka Colony → Giriyal Bridge → Nekkar Nagar → Bridge → Someshwara Nagar → Eshwar Nagar → Jannat Nagar → Junglee Pet → Old Hubli → New English School Sh → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
112,Hallyal ⇆ Hosur Terminal,Hallyal → Halliyal Horkeri Oni → Yallaman Gudi → Hallyal Road → Someshwar Samudhaya → Basaweshwar Gudi → Railway Gate H → Keb → Soniya Gandhi Nagar Cross → Bidnal Govt School → Basaweshwar Cross → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
112R,Hosur Terminal ⇆ Hallyal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Basaweshwar Cross → Bidnal Govt School → Soniya Gandhi Nagar Cross → Keb → Railway Gate H → Basaweshwar Gudi → Someshwar Samudhaya → Hallyal Road → Yallaman Gudi → Halliyal Horkeri Oni → Hallyal
112,Hallyal ⇆ Hosur Terminal,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Basaweshwar Cross → Bidnal Govt School → Soniya Gandhi Nagar Cross → Keb → Railway Gate H → Basaweshwar Gudi → Someshwar Samudhaya → Hallyal Road → Yallaman Gudi → Halliyal Horkeri Oni → Hallyal
112R,Hallyal ⇆ Hosur Terminal,Hallyal → Halliyal Horkeri Oni → Yallaman Gudi → Hallyal Road → Someshwar Samudhaya → Basaweshwar Gudi → Railway Gate H → Keb → Soniya Gandhi Nagar Cross → Bidnal Govt School → Basaweshwar Cross → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
113,Hosur Terminal ⇆ Ittigatti,Hosur Terminal → M M Joshi → Hanuman Temple-H → Quarters → Rwh → New Bus Stand-H → Akshay Park → Basaveshwara Nagar Cross → Manjunatha Nagar Cross → Neharu Nagar Water Tank → Kec → Airport → Gokul Cross → Durga Gudi → Deshpande Foundation → Infosys → Jagadish Nagar Cross → Toll Gate → Steel Factory → Vijaya Bank → Tarihal -X → Tarihal Politechnic → Vajpey Nagar → Sai Wood Works → Joshi Farm → Kanive Honnapur 1St Stop → Kanive Honnapur Water Tank → Kanive Honnapur N H → Kanive Honnapur → Eti Gatti Cross → Eti Gatti Nh Bridge/ Halla → Eti Gatti 1St Stop → Ittigatti
113R,Ittigatti ⇆ Hosur Terminal,Ittigatti → Eti Gatti 1St Stop → Eti Gatti Nh Bridge/ Halla → Eti Gatti Cross → Kanive Honnapur → Kanive Honnapur N H → Kanive Honnapur Water Tank → Kanive Honnapur 1St Stop → Joshi Farm → Sai Wood Works → Vajpey Nagar → Tarihal Politechnic → Tarihal -X → Vijaya Bank → Steel Factory → Toll Gate → Jagadish Nagar Cross → Infosys → Deshpande Foundation → Durga Gudi → Gokul Cross → Airport → Kec → Neharu Nagar Water Tank → Manjunatha Nagar Cross → Basaveshwara Nagar Cross → Akshay Park → New Bus Stand-H → Rwh → Quarters → Hanuman Temple-H → M M Joshi → Hosur Terminal
113,Hosur Terminal ⇆ Ittigatti,Ittigatti → Eti Gatti 1St Stop → Eti Gatti Nh Bridge/ Halla → Eti Gatti Cross → Kanive Honnapur → Kanive Honnapur N H → Kanive Honnapur Water Tank → Kanive Honnapur 1St Stop → Joshi Farm → Sai Wood Works → Vajpey Nagar → Tarihal Politechnic → Tarihal -X → Vijaya Bank → Steel Factory → Toll Gate → Jagadish Nagar Cross → Infosys → Deshpande Foundation → Durga Gudi → Gokul Cross → Airport → Kec → Neharu Nagar Water Tank → Manjunatha Nagar Cross → Basaveshwara Nagar Cross → Akshay Park → New Bus Stand-H → Rwh → Quarters → M M Joshi → Hosur Terminal
113R,Hosur Terminal ⇆ Ittigatti,Hosur Terminal → M M Joshi → Quarters → Rwh → New Bus Stand-H → Akshay Park → Basaveshwara Nagar Cross → Manjunatha Nagar Cross → Neharu Nagar Water Tank → Kec → Airport → Gokul Cross → Durga Gudi → Deshpande Foundation → Infosys → Jagadish Nagar Cross → Toll Gate → Steel Factory → Vijaya Bank → Tarihal -X → Tarihal Politechnic → Vajpey Nagar → Sai Wood Works → Joshi Farm → Kanive Honnapur 1St Stop → Kanive Honnapur Water Tank → Kanive Honnapur N H → Kanive Honnapur → Eti Gatti Cross → Eti Gatti Nh Bridge/ Halla → Eti Gatti 1St Stop → Ittigatti
114,Hosur Terminal ⇆ Kardikoppa,Kardikoppa → Inam Virapur → Bommasamudra → Bommasamudra  Cross → Belgali → Belgali Govt School → Monkey Factory → Noolvi Cross → Adrgunchi Cross → Shantinath Goshal → Budurshingi → Shantinath Goshal → Budarsingi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → New English School Sh → Obs Sh → Hosur Terminal
114R,Hosur Terminal ⇆ Kardikoppa,Hosur Terminal → Obs Sh → New English School Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Budarsingi → Shantinath Goshal → Budurshingi → Shantinath Goshal → Adrgunchi Cross → Noolvi Cross → Monkey Factory → Belgali Govt School → Belgali → Bommasamudra  Cross → Bommasamudra → Inam Virapur → Kardikoppa
114,Hosur Terminal ⇆ Kardikoppa,Hosur Terminal → Obs Sh → Murusavira Matta Cross Sh → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Budarsingi → Shantinath Goshal → Budurshingi → Shantinath Goshal → Adrgunchi Cross → Noolvi Cross → Monkey Factory → Belgali Govt School → Belgali → Bommasamudra  Cross → Bommasamudra → Inam Virapur → Kardikoppa
114R,Kardikoppa ⇆ Hosur Terminal,Kardikoppa → Inam Virapur → Bommasamudra → Bommasamudra  Cross → Belgali → Belgali Govt School → Monkey Factory → Noolvi Cross → Adrgunchi Cross → Shantinath Goshal → Budurshingi → Shantinath Goshal → Budarsingi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → Bankapur Chouk Sh → New English School Sh → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
116,Hosur Terminal ⇆ Kuruvina Koppa,Kuruvina Koppa → Kuruvina Koppa 1St Stop → Kuruvina Koppa Cross → Addadari Cross → Cement Factory → Oil Mill → Bhudhanagudda Cross → Murudeshwara Factory → Chalmatti Cross → Water World → Dr Banglow → Dhabha → Nursary → Gopalbhag → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
116R,Hosur Terminal ⇆ Kuruvina Koppa,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Gopalbhag → Nursary → Dhabha → Dr Banglow → Water World → Chalmatti Cross → Murudeshwara Factory → Bhudhanagudda Cross → Oil Mill → Cement Factory → Addadari Cross → Kuruvina Koppa Cross → Kuruvina Koppa 1St Stop → Kuruvina Koppa
116,Hosur Terminal ⇆ Kuruvina Koppa,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Gopalbhag → Nursary → Dhabha → Dr Banglow → Water World → Chalmatti Cross → Murudeshwara Factory → Bhudhanagudda Cross → Oil Mill → Cement Factory → Addadari Cross → Kuruvina Koppa Cross → Kuruvina Koppa 1St Stop → Kuruvina Koppa
116R,Kuruvina Koppa ⇆ Hosur Terminal,Kuruvina Koppa → Kuruvina Koppa 1St Stop → Kuruvina Koppa Cross → Addadari Cross → Cement Factory → Oil Mill → Bhudhanagudda Cross → Murudeshwara Factory → Chalmatti Cross → Water World → Dr Banglow → Dhabha → Nursary → Gopalbhag → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
117,Hosur Terminal ⇆ Kusgal,Kusgal → Ms → Kusgal Maruthi Nagar → Kusgal Siddharuda Matta → Ram Honda → Durga Colony / Neeli Bangle → Oxford College → Srinivas Garden → Shabiri Nagar Cross Sh → Madhura Colony Sh → Keshwapur Sh → Court Circle Sh → Obs Sh → Hosur Terminal
117R,Hosur Terminal ⇆ Kusgal,Hosur Terminal → Obs Sh → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal
117,Hosur Terminal ⇆ Kusgal,Hosur Terminal → Obs Sh → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal
